,text,source,group,date,intervention,expanding,distancing,assimilating,category
752,visit india swami chidanand krishnamurti foundation varanasi delivered several lectures san francisco bay area southern california july refreshing talk july 12 indian business professional women san jose india community center milpitas lectured ethics professions personal life chidanand told audience ethics business different ethics life almost every one hidden agenda key look within detect erase advised automatic change personality work relations one try follow golden rule treating others one wants treated preached adding identify oneself hindu christian muslim jew fragmented approach identify oneself human holistic perception professional ethics understanding oneness customers competitors colleagues chidanand said think special error follows added nobody high nobody low restructuring understand ethics follow dwelling ageold concept dharma inner wisdom former head chinmaya mission san jose said life society change dharma change dharma means holds keeps things together importance lies fact helps us become integrated persons tb bring change situation person needs look within oneself watch negative tendencies lying violence indulgence insensitivity etc said great teachers world always stressed inner strength chidanand said wellinformed subject inner erosion taking place society need take care conscience hurt conscience toxic whereas healthy conscience contributes good health good environment peaceful society concluded sidebar swami chidanand gave talk indian business professional women ethics professions personal life india community center milpitas calif,India - West,Indian,2006-08-04,pre,0.0,0.0,1.0,1
753,baweja movies qayamat produced pammi baweja directed harry baweja music nadeemshravan starring ajay devgan suniel shetty chunky pandey ayub khan arbaaz khan sanjay kapoor ishaa koppikar riya sen verma kulbhushan kharbanda anjan srivastava achyut poddar govind namdeo introducing aashish chowdhry neha dhupia tanks crisis prevalent film industry one cannot even blame filmmakers qayamat slick action thriller patriotic base obviously openly inspired rock coming basics could gritty realistic thriller la sarfarosh 16 december becomes massproduct lines massoriented dramas guess one pander masses difficult times discount many unnecessary songs nadeemshravan pleasantly melodic trite longdrawn climax usual oneupmanship games disappointingly suniel shetty best intense performance long bumped presumably emphasize patriotic indian muslim mouths lines would credit gadarek prem katha mukesh rishi playing inspector salim sarfarosh happily direction deft screenplay crisp focused baweja joins hands suparn verma dialogues controlled rather bombastic characters three main villains played sanjay kapoor arbaaz khan ishaa koppikar right overtheedge manic touch concept two brothers sharing girl gives perfect icing insane angle evil confection raveena tandons special appearance completely axed mixed results since would added footage lessened grip deprived film best song mujhe tumse mohabbat hai article copyright indiawest,India - West,Indian,2003-07-25,pre,0.0,0.0,1.0,1
754,edited zoya hasan ritu menon rutgers university press new brunswick nj 2005 353 pages 4995 past several decades study muslim women seems focused religious practices urgency reform islamic laws focused views give false sense religion main aspect muslim womens lives book questions stereotypes muslim women research comprehensive collection informative revealing case studies group researchers india conducted study one disadvantaged sections indian society addresses questions like extent muslim personal law polygamy triple talaq allowance men instantly divorce wives affects lives women also gauges importance factors versus issues like socioeconomic status research addresses issues law politics education race subjects explored article copyright indiawest photograph cover book diversity muslim womens lives india,India - West,Indian,2005-12-23,pre,0.0,1.0,0.0,1
755,many students homeless moving place place trying survive homeless cannot work campus bad situation everyone trying survive moving place place tulane university student azad wouldnt give last name lest get trouble mouthing meant every word said said echo number immigrant students indian subcontinent saying aftermath hurricane katrina hurricane hit gulf coast earlier month turned azads life upside along everyone elses case immigrant students like azad especially predominantly muslim countries like many wondering whether seek help federal agencies lie low continue banking uncertain help friends acquaintances fear experiencing understandable artesia califbased south asian networks executive director hamid khan told indiawest south asians particularly muslim students demonized wake 911 students muslim names face higher degree scrutiny thats even times need afraid reach dont show radar screen since 911 bush administration name homeland security passed slew laws targeting immigrants particularly islamic countries using laws federal state officials swooped immigrants especially muslimsounding names deporting number one pretext another immigrant students fears could reinforced recently department homeland security announced immigrants immunity deportation providing information required receive federal aid suhaila doctoral student tulane university last week accepted columbia university complete program public health said didnt want last name used story wanted cautious never know staying friends new york fled new orleans car nothing laptop computer couple sets clothes one bedsheet one towel photos passport fi20 form identifies foreign student ive lost everything books clothes bangladeshi student told indiawest telephone interview wish brought said chose columbia friends new york offered share home free tulane large number students bangladesh well india pakistan indiawest could contact anyone school find many registered students school indian subcontinent bangladesh born prof khashruruzzaman choudhury teaches economics finance southern university baton rouge said informal tieup dacca medical college tulane university makes relatively easy graduating medical students dacca get student visas pursue postgraduate studies public health tulane one best public health programs us difficult get residency doctors come student visas enroll masters program public health sit boards choudhury told indiawest even though student visa tied particular school student accepted us immigration custom enforcement office last week announced temporarily lifting requirement students enrolled schools katrina impacted areas words students could transfer schools without jeopardizing legal status despite reassurance students say want play safe shamea waheed practiced physician bangladesh six years coming us 2001 masters program public health one immigration people say lot things cant believe waheed said students worried losing status dont stay enrolled tulane south asian student enrollment louisiana state university baton rouge shot last days least 40 indian students university new orleans tulane transferred lsu said prof krishna agnihotri teacher southern university college business founding member hindu american community katrina relief organization group last week donated microwaves blenders mattresses sleeping bags pillows bedsheets newly enrolled indian american students agnihotri said south asian networks khan said students facing problems pertaining legal status could contact group 5624030488 article copyright indiawest,India - West,Indian,2005-09-23,pre,0.0,1.0,0.0,1
756,little 50000 raised beyond borders benefit held uc berkeleys wheeler auditorium nov 19 money used rebuild lives lost loved ones homes powerful earthquake rocked india pakistan oct 8 one san francisco bay area couple wished remain anonymous wellknown social activism donated 20000 artists performed evening donated talents come together beyond borders across ethnicities noted mistress ceremonies event coorganizer huma dar traces roots kashmir dar contributed occasion heartwarming poetry authored estimated 90000 people lost lives tragedy around three million rendered homeless dar called earthquake catastrophe lost generation number towns children left sponsoring fundraiser two dozen nonprofit organizations local businesses academic departments including uc berkeleys gender womens studies department groups heartwrenching slide show presentation havoc wreaked deadly temblor audience saw mothers wailing mangled bodies dead children survivors huddled freezing temperatures open spaces alongside crumpled buildings equally horrific scenes artists swung act acts dar fellow volunteer nidhi singh took stage urge audience donate generously cause six dancers chitresh dass chhandam school kathak dance gave mesmerizing display talents number titled rangmanch followed passionate poetry recital wellknown poet shailja patel used power spoken word explore global issues including war iraq patel came us via native kenya later london also talked diasporic indian family carrying audience country country experience experience sequence mapped personal transitions migrant survival selfexpression invisibility activism model minority radical artist kashmiri santoor folk music ustad arshad syed accompanied shabi farooq tabla drew several rounds applause hindustani vocal music sung rita sahai vivek anand ferhan qureshi tabla especially heartwarming sahais rendition mahatma gandhis favorite bhajan vaishnava jana set new enchanting raag sitar duet kamal hyder nasir syed scintillating qureshi providing tabla accompaniment enactment excerpt play domestic crusaders dealt scapegoating muslim americans wake 911 struck deep heart audience evening ended chhandam school dancers another routine one nicest joint endeavors indian pakistani volunteers noted anupama mandavilli volunteer nonprofit association indias development 10 percent money raised last weeks fundraiser go two aids grassroots partners currently working affected areas indian administered jammu kashmir rest money sent two pakistani nonprofit organizations edhi foundation sungi development foundation involved longterm rebuilding efforts affected areas organizers continuing accept donations made online ektaonlineorg checks made checks ekta mailed po box 2302 berkeley ca 747020302 donations taxdeductible ekta supports charitable projects south asia article copyright indiawest,India - West,Indian,2005-11-25,pre,1.0,0.0,0.0,1
757,light recent increased tensions india pakistan threat nuclear war several bay area indian pakistani well social activist groups gathered un plaza noon june 10 call peace groups global exchange alliance south asian taking action ekta friends south asia western states legal foundation came together denounce war especially nuclear war countries also want send message governments ordinary people want peace open constructive dialogue nations india pakistan must understand war resolve injustices history said california institute integral studies professor angana chatterji rally delegates chosen deliver list demands pakistani consulate los angeles another delegation attempted deliver list indian consulate members consulate scheduled receive list cancelled last moment citing pressing matters according mini kahlon asata activists rally denounced war also increased religious fundamentalism within hindu muslim communities india pakistan solution kashmir problem vital restore durable peace south asia said abdus sattar ghazali pakistan american democratic forum representatives different organizations spoke subjects putting end violence including rhetoric war nations devote resources human needs ending social injustices deescalation military buildup granting selfdetermination kashmiri people us military intervention region increased role un foster dialogue negotiations india pakistan pti adds houston pledging support indias fight terrorism similar rally held houston indian community passed resolution june 11 awakening meeting draw attention western governments terrorist activities release said additional rallies planned atlanta boston indias petroleum minister ram naik part roadshows organized us europe promote 27 oil gas blocks offer third round new exploration licensing policy said four wars waged pakistan kashmir pakistan incapable fighting direct war playing hidden war india world opinion still favor wont succumb pressure neighbor dictatorial democratic said,India - West,Indian,2002-06-21,pre,1.0,0.0,0.0,1
758,dinesh dsouza conservative writer commentator former senior policy analyst reagan administration 198788 covered main points new book whats great america appreciative audience local conservatives wyndham garden hotel sept 21 dsouza currently research scholar hoover institute stanford university come popular work since illiberal education 1991 put best seller list enraged liberals americas universities accusing promoting ignorance intolerance racism new book spent three weeks new york times list aimed combating islamic fundamentalism well directed frequent dsouza target us multiculturalism dsouza wasted time warming subject meeting 50 members conservative citizens responsible government east bay extraordinary moment history said ideal america spreading world dsouza believes good thing since america greatest freest decent society existence says last chapter book threat american influences freedoms shook islamic fundamentalists contributing influence attacks world trade center believes know america based freedom dsouza said adding serious critics west among islamic fundamentalists made strong case blasting immorality america book conservative indian american cites one islamic critic sayyid qutb saying america may peaceful prosperous society fundamentally immoral islamic criticisms dsouza argues liberty precondition virtue coerced virtue bin ladens world virtue later amplified indiawest law wear veil coerced virtue liberty exists gives added luster virtue dsouza says book americas goal islamic world large difficult one turn muslim fundamentalists classic liberals mean want stop muslims mean however want practice religion liberal way dsouzas emphasis need require islamic countries adopt americas strict form separation prohibits government religion indispensable muslim fundamentalists relinquish use force purpose spreading islam appeal consent added question answer period speakers conservative audience blasted us foreign policy others urged isolationism dsouza told indiawest internationalist believer free trade agreed mistakes gave rationale us choose lesser two evils bad guy instead really bad guy cold war better place said defending us engagement dsouza voiced objection reverend jesse jacksons demand reparations african americans victims slavery nothing innately western colonialism slavery said dsouza said us unique nation history initiate movement end slavery illustrate belief african americans better us would stayed africa told audience remark attributed mohammad ali met reporters returning prizefight george foreman zaire ali said thank god granddaddy got boat dsouza also said british colonialism brought positives negatives india book says greatest benefit british provided indians language freedom objective english encourage rebellion exposing indians ideas west indian leaders product western civilization gandhi studied england south africa nehru product harrow cambridge exposure entirely good nehru example highly influenced fabian socialism teaching harold laski result india mismanaged socialist economy generation conclusion intentions dsouzas emphasis colonialists brought india things immeasurably enriched lives descendants colonialism colonialism transmission belt brought india blessings western civilization said harsh regime lived sure grandfather would hard time giving even one cheer colonialism cannot manage three quite willing grant twomaybe see going sending invoice reparations tony blair dsouzas talk warmly received conservative group may however encountered entirely different reaction almost college campus america photograph dinesh dsouza,India - West,Indian,2002-10-04,pre,0.0,0.0,1.0,1
759,world affairs council celebrated 55th anniversary honoring indus entrepreneurs attorney civil rights activist louis h heilbron banquet westin st francis hotel april 23 weve worked hard past 10 years said tie cofounder kailash joshi accepted plaque hug william h draper iii chairman board world affairs council payoff unbelievable number jobs created growth tie places like pakistan two chapters thanks dose motivation appreciation accepting honors joshi two fellow tie founders kanwal rekhi suhas patil indians silicon valley simple idea help start businesses said draper also wanted help grow filling management needs strengthening business ethics today tie 8000 members 39 chapters eight countries encourage social entrepreneurship theyve instrumental formation tens thousands companies employing hundreds thousands people tie enormous cultural impact jane wales president ceo world affairs council introduced keynote speaker fareed zakaria editor newsweek international brilliant fearless journalist gumption edit henry kissinger age 28 youngestever editor policy journal foreign affairs born india zakaria grew affluent section mumbai father rafiq zakaria leader ruling congress party prime minister indira gandhi mother fatma zakaria sunday editor times india zakaria gave keynote speech reflected many views hed espoused memorable oct 15 2001 newsweek piece politics rage hate us virulent antiamericanism seen muslim middle eastern countries iran egypt syria iraq jordan due islam per se zakaria said instead due inability countries leaders adopt economic progress arab world long history civic governance dealings west said adding america welcomed symbol modernity recently 1970s oilrich countries thinking immune economic growing pains third world nations simply ignore social economic reforms price oil quadruples everything cured said zakaria dont improve much societies need money drill another hole ground richer natural resources slower grow noted citing venezuela russia saudi arabia examples contrasted japan taiwan failure many middle eastern countries modernize economically means regions young men come college real prospects constructive careers think young man watching progress america yet nothing changes middle east zakaria said society would problem many young men added referring demographic youth bulge observable france french revolution united states antiwar agitations late 1960s today 65 percent saudi arabian males age 29 said many largest muslim countries world show little antiamerican rage biggest indonesia recent asian economic crisis diligently following washingtons advice economics impressive results second third populous muslim countries pakistan bangladesh mixed modernity success countries impoverished voted women power prime minister western countries done zakaria wrote newsweek called america change foreign policy rife called attitude charity called establishment global coalition would make security worldwide effort aiding forces social economic reforms fight forces extremism concluded american security depends simply guns battle waged mind man photograph kailash joshi,India - West,Indian,2002-05-03,pre,1.0,0.0,0.0,1
760,united states country immigrants show roots longer deeper better chance accepted factor gain acceptability sheer numbers immigrants asia particularly indian subcontinent big numbers show numerically insignificant minority achievements attract attention ire remember 1973 opening first gurdwara houston sending invitations included onepage writeup sikhs mentioned dr dalip singh saund first asian elected house representatives sikh raised many eyebrows gave impression community arrived got instant acceptance groundwork ancestors created big name almost legitimate fields activities medicine engineering law accounting teaching nursing business younger generation marvelously well comes dr chirinjeev singh kathuria medical doctor mba stanford businessman imagined business space travel kathuria running us senate republican platform illinois need visionary leaders records achievements serve washington reminded great movie 1950s mr smith goes washington half century later mission must mr singh goes washington asian community need wholeheartedly support kathuria visibility lend strength endeavors let us stop thinking republican democrat indian pakistani chinese vietnamese punjabi bengali gujarati sikh hindu muslim kind narrow thinking cause indias thousands years subjugation remember mention ethnic press bobby jindal whiz made bold bid become louisiana governor hindu become christian let us make mistake another way look kathuria visible minority keeping turban mark religion kathuria proclaims world america constitutional guarantees alive respected visibly uphold freedoms including right practice religion help kathuria bold bid say god trust let us pray america voter illinois come vote illinois voter ask friends relatives vote article copyright indiawest,India - West,Indian,2004-02-06,pre,0.0,0.0,1.0,1
761,fortyone may seem like retiring age unless course highprofile executive global financial management company caught wall street journal described brutal public bout corporate knifefighting 41yearold arshad zakaria executive vice president merrill lynch president global markets investment banking company announced last week zakaria decided retire firm end year interim assume new role chairman gmi assisting orderly transition industry circles however surprised zakarias exit many observers waiting shoe drop ever since merrills executive vice chairman thomas patrick zakarias mentor forced leave july 29 line corporate correctness however merrill press release quoted zakaria say great privilege part merrill lynch past 16 yearsi feel confident future merrill lynch leadership stan oneal future gmi greg dow helm explaining power struggle journal report said oneal unsuccessful power play last week anoint zakaria president securities firm moved quickly squelch dissent announcing zakaria would retire noholdsbarred report titled memo merrill employees remember whos boss journal said seats merrill hot since outer july 29 mr zakarias chief promoter mentor executive vice chairman thomas h patrick dramatic end close alliance among three mr oneal asked mr patrick leave 2 executive persistently advocated mr zakaria installed president heirapparent mr oneal mr oneal rejected campaign premature reuters report said zakaria named president post oneal still holds would next line ceo considering became sole head investmentbank markets group less six months ago cohead since october 2001 journal report said speculation zakarias level involvement succession struggle zakaria belongs illustrious indian muslim family mumbai alumnus cathedral john connon school also graduate applied mathematics harvard university received mba distinction harvard business school baker scholar recipient loebrhoades fellowship finance zakaria jointed merrill lynch 1987 investment banking named managing director 1991 16 years merrill lynch arshad zakaria made many major contributions success institutional markets oneal quoted merrill press release leadership past two years gmi franchise significantly strengthened reflected exceptional firsthalf performance sorry see go zakarias division reportedly helped power merrill secondbest quarter ever last month accounting 55 percent companys 53 billion revenue oneals tenure according journal marked series highprofile departures including early exit predecessor ceo david komansky along several komanskys allies merrill lynch one worlds leading financial management advisory companies offices 43 countries total client assets 14 trillion article copyright indiawest,India - West,Indian,2003-08-15,pre,,,,0
762,sunnyvale calif uplifting slum dwellers benightedness endeavor vidya integrated development youth adults volunteerdriven nonprofit organization claims ameliorated lives 10000 individuals past 18 years illiteracy poverty main impediments indias progress vidya founder chairperson rashmi misra said talk arranged komala vilas june 10 parents uneducated interested sending children school changing mindset biggest challenge vidya faces misra said event jointly organized indians collective action association indias development india literacy project asha lata patil ica welcomed misra asking update audience latest developments since visit bay area two years ago taking delhi vidya glorious heights 15 years misra moved mumbai continuing work team volunteers mumbai trying recreate impact delhi centers patil told audience misra thanked local support groups saying contribution crucial india mission educate empower underprivileged especially children women delineating picture typical slum told audience imagine 6000 people living small slum five water faucets women get dawn get water one bothered hindu muslim christian main religion poverty vidyas current activities housed temporary donated rented premises iit slums delhi mumbai organization still embryonic stage goa spent almost two decades perfecting techniques educating helping needy want place run programs future generations misra explained need land delhi permanent place centers pay 10000 delhi development authority till july 500 sq yd plot 5 km iit permanent home give us freedom focus improving effectiveness programs besides constructing primary school building delhi misra wants open center art bright kids still proposal looking sponsors 12000 project told indiawest looking champion bay area establish liaison vidya volunteers looking volunteers funds added aim get people involved make movement community help us many ways time money even loans welcome bay area residents also help us homes paperwork research projects internet misra exhorted new york senator hillary clinton visited vidya center india calling indigenously developed grassroots program india proud notable among fulfilled dreams vidya badersen child domestic worker working computer engineer los angeles sumit pursuing bachelors degree computer applications rekha handicapped girl owns grocery store gulshan takes embroidery orders works boutique hazra begum makes quilts sold london nusrat runs std booth cybercafe among many benefiting vidya helping others opening training centers working alma mater foundation voluntary organization laid 1985 misra started tutoring five girls nearby slum lawn iit delhi used engrossing methods like counting leaves playing hopscotch using classical dance techniques build rapport children domestic helpers laborers attending school soon joined group faculty wives iit gradually garnered enough support start fullfledged primary school called bal vihar benefited 7000 children 18 years bal vihar aims providing holistic education students aged 515 among working children dropouts disabled computer training given workshops organized yoga music dance interaction schools provided physically challenged children taken physiotherapy provided rehabilitation aids bridge course class 1012 program helps dropouts join mainstream education national open school system students helped career planning counseling made aware various vocational training programs interested helped pursuing higher studies ekta core program mainly women focuses adult literacy vocational training interestfree loans health care nutrition family planning environmental awareness day care centers fostering positive attitude vidya alumni also earn money making selling paper products recycling various items misras husband transferred iit delhi mumbai director 2000 entrusted daytoday working 10 branches delhi chapter vidya committee let passion blossom eight kendras mumbai also takes care oldest temple mumbai 2000yearold padmavati devi temple involved save pawai lake campaign misra motivated iit faculty delhi mumbai spouses even students pitch techies devise new ways stimulate reforms specialists train teachers create innovative teaching methods big names like tata consultants offered elearning methodologies speedy teaching languages people india also abroad come volunteer centers ukbased monsoon trust natasha foundation ge provide major funding organization friends vidya set 1998 us uk people worked delhi branches virginia armstrong us representative donations made vidya ica organization hanumant patil told indiawest adding taxexempt photograph vidya founder rashmi misra,India - West,Indian,2003-06-27,pre,,,,0
763,racial profiling wrong way fight terrorism even offer false sense security attorney banafsheh akhlaghi said 2004 leadership conference american civil liberties union bush administrations practice detaining muslim arab immigrants india bangladesh pakistan africa middle east aftermath sept 11 terrorist attacks hurt immigrant communities worse helped fight terrorism added going target one community three million people 25 nations fall community possibly profile theme aclus annual conference drew estimated 2000 hilton hotel july 68 stand freedom among hottest topics discussed breakout sessions gay marriage usa patriot act promises threats technology yet relatively little attention paid immigrants rights evident panel discussion plenary luncheon july 7 titled usual suspects racial profiling america focused issues facing african americans high proportion black males pulled routine traffic stops erosion civil rights south asians arabs muslims akhlaghi joined panel columbia university professor kimberle crenshaw police chiefturnedactivist charles moose presided washington dc sniper scare youth activist elliott wolf moderator laura murphy director aclus legislative office aclu supporting end racial profiling act 2004 s2132hr 3847 described comprehensive package defines racial profiling makes illegal requires data collection law enforcement encounters also provides individuals harmed racial profiling power stop law enforcement agencies continuing profile based race religion national origin sens russ feingold dwi jon corzine dnj rep john conyers dmi introduced bill 100 members congress cosponsored measure nov 9 2001 attorney general ashcroft directed fbi law enforcement officials search interview least 5000 men ages 18 33 legally entered us nonimmigrant visas past two years another round interviews conducted march 2002 one year special registration program registered 83310 foreign nationals placing 13740 deportation proceedings single one individuals ever publicly charged terrorism according aclu report sanctioned bias racial profiling since 911 report includes details end racial profiling act posted online wwwacluorg aclu executive director anthony romero notes nations arab muslim south asian populations affected new initiatives policies primarily designed impact certain groups often result destruction civil liberties us akhlaghis clients included 600 south asians sikhs arabs muslims detained since sept 11 many voluntarily complied special registration procedures detained men faces government media continue feed us faces terror stanford students business owners shoe salesmen working high technology firms engineers food industry normal normal folks said south asians want bring end racial profiling contact local representatives urge support end racial profiling act need us citizens make difference akhlaghi told indiawest god absolutely participate said join rallies tell stories write editorial pieces send local paper cultural phenomenon often leads us want talk hundreds clients detained nobody done anything wrong akhlaghi recently formed organization defend rights affected postsept 11 polities national legal sanctuary community advancement says address plight sikhs muslims others civil rights matter converted law office akhlaghi associates portero hill area san francisco house new organization information nlsca call 4155537100 email bakhlaghisbcglobalnet article copyright indiawest,India - West,Indian,2004-07-16,pre,0.0,1.0,0.0,1
764,oakland calif current theatre first production british playwright sue townsends great celestial cow several positives staging director clive chafer smartly exploits intimate space theater ywca webster street unfolds middle room audience three sides close action rica anderson contributes radiant presence sita indian earth mother rest cast members serve play well particularly ruchira shah strongwilled daughter bibi lauren grace several british women types setting india england 1975 mostly london 1984 one problem plays unfolding sets foil sitas husband raj amit garg male chauvinist trying beat wifes spirit london sends village india play never really presents confrontation clash anticipated required son prem rishi spoilt brat following footsteps father husbands relatives equally insensitive sitas struggle individuality never really get dramatic comeuppances either sita forced go british clinic refuses conform apparently medicated characters spark also extinguished detriment final scenes powerful dramatic confrontation sita bibi motherinlaw viji raghunathan auntie rachel rehmet confront two british louts farm sita goes talk cows see acquaintance princess favorite cow back india two farmhands try molest bibi thwarted four women become theembodiment kali tongues hanging circling pinning ground one men symbolizing power feminine force indian mythology repeat story sita told two children airplane way england great celestial cow tries much melodrama comedy indian mythology satirizing closemindedness upper lower classes britain chafer would better playing comedy melodrama well served intimate theater capable cast muting symbolism social polemics thats play townsend creator books featuring neurotic diarist adrian mole wrote best moments three speeches one bibi proclaims sexual freedom another intolerant indian elder rishi come hate western culture one british woman grace reveals prejudices stretching monologues worth playing comic elements scenes would tighten production parenthetically townsend 55 recently declared legally blind remains feisty ever updated adrian mole diaries letters mole printed guardian newspaper show lament antimuslim feeling gripping britain great celestial cow continues april 6 ywca 1515 webster street 15th st thurssat 8 pm sunday 3 pm tickets 19 saturday 16 days call 510 4365085 visitwwwthetrefirstcom information,India - West,Indian,2003-03-21,pre,0.0,1.0,0.0,1
765,girl born brought england speaks chaste urdu shocks desi brigade signing sveltensexy hipnhappening even regal upper class persona hallo thats cleo cleo isaacs set successful modeling stint uk walking london street one biggest hair management institutions england offered modeling assignment india come holiday landed ads music videos almost played titlerole mughal queen noorjehan cinevistaas serial also done play steps showbiz female lead raj sippys comeback film woh indiawest meets chat chai excerpts interview follow q english indian girl bsc degree computing information systems bollywood arent misfit came holiday modeling spree stayed done ad films ramp modeling music videos quite obviously face sells confident lot actress sunil mehta approached role noorjehan looks incidentally muslim fact good urdu learnt urdu pleasant shocking bonus offer came holiday unwilling commit three years ten months later sunil mehta called london still found titlerole player told hop plane come thought would give try since also always keen history anyway put hotel even began coach small nuances character act days strings pulled others company told british asian could bolt away midway leaving lurch poor sunil heart tell till tenth day overruled wasnt serial told star go back q modeling spree continued yeah many wellknown ads like feast levis wrigleys ad raman lamba donear one sanjay suri play called laila makarand deshpande performance everyone congratulated british asian girl learning good hindi overnight kitni saaf hindi bolti ho hindi seekh gayi ho said like yeah one night q ever imagine film star way literally picked modeling england streets vidal sassoon people huge london hair people run parlors make hair products films something could done someone like madhuri dixit urdu mastery cleo pronounces dixit dicksit always wanted become lawyer grades got upsetting next best option cis q well maybe play lawyer one movies yeah sure look forward laughs q exposure hindi films well parents would watch kinds movies memory would films watched vhs cassettes 80s q parents feel daughter actress well supportive said well hope know try talk films home change topic star home q woh hardly dream start classical sense yes thats true going work big films tiny roles item numbers incidentally refusing quite besides raj sippy director proved mettle making comeback six years film thriller unexpected twist dont vacuous role look end day films business seen commodities q next film bheemaa seems even less upmarket bheemaa highbudget film would describe light even comic actionfilled adventure even animation script super wonderful characters great soundtrack besides producer mr k krishnamurthy one topmost names south impressed director mr rmp shetty among things astrologer bharatanatyam exponent hero vijay ketan former mr india mr maharashtra play urban daughter minister goes botanical research program forest meets bheemaa wanted someone international raquel welch look neeta lulla costumes q terribly filmi one wore muhurat well thats scrapped communication gap somewhere seen thing q metarzanyoujane saga fresh film powerful message fact inspired epic ramayan q era new face almost every week rate made without connections godfathers career management agency like people including shah rukh khan idol preity zinta much stronger willpower much hunger better struggle see pain finally joy must celebrity taken seriously invited today judge miss femina contest know face sells successfully sold products made hits music videos kamaal khan album work video hit done ramp otherwise one assignment would led another shown act article copyright indiawest photograph cleo isaacs,India - West,Indian,2004-04-02,pre,,,,0
766,cerritos calif asian americans threat national security long part american history author awardwinning journalist helen zia contended south asian networks third annual banquet held sept 19 cerritos performing arts center today living critical time country great evil mongering communities siege especially south asian muslim arab immigrant communities told listeners fact siege far away martial law opinion constant threats surveillance detention imprisonment deportation violence state well hate groups thugs might run streets pick cues socalled political leaders democracy zia said happen believe government secrecy form tyranny dissent vital part democracy im kind betting least tonight share values told audience group know well idea racially profiled evil threat national security part american history zia said experience knowledge comes responsibility speak something today future explained adding speaking injustice make difference founded 1990 mission promoting equality san nonprofit nonpartisan secular grassroots communitybased organization dedicated promoting health empowerment solidarity south asians living southern california years san addressing critical needs community multilingual culturally relevant programs direct service community education public advocacy areas public health domestic violence immigration hate crimes civil liberties banquet formally began san executive director hamid khan recapping organizations activities since previous banquet held may last year since san instrumental cosponsoring protest rallies war iraq detention muslims south asians patriot act saw attacks communities saw betrayals saw disappointments saw pain also saw incredible coming together people without fear raising voices told gathering really saw people stepping people taking charge midway evening san board directors chairwoman dr binna chahal officiating awards presented community ally award presented retired san member jina peiris instrumental organizing asians miracle marrow matches drive sri lankan community community ally award also presented greg simons director immigration citizenship project coalition human immigration rights los angeles spearheaded chirlas opposition operation tarmac patriot act overzealous legislation targeting immigrants chirla awards also presented international answer coalition bangladeshi community activist maminul haque muneer ahmed assistant professor law american university washington whose work focused aftermath sept 11 impact muslim south asian communities article copyright indiawest,India - West,Indian,2003-10-03,pre,1.0,0.0,0.0,1
767,frenchbased galate films invited indian film director mira nair direct one 11 shorts film 110901 immediately accepted offer contribution film nair chose tell heartrending story based real events life hamdani family queens new york talat hamdani high school english teacher husband candystore owner salim lost son salman sept 11 last year story 23yearsold salman unlike people missing since attacks world trade center mystery surrounded disappearance work trade center appointment show work manhattans upper east side never came home questions often rumors salman scurrilous whisperings either connected terrorists hiding scheming profit tragedy new york post article implied salman dead rather perpetuating fraud salmans allamerican upbringing police cadet medical student resume apparently meant nothing erroneously labeled terrorist muslim wanted make film reality life us south asians new york city sept 11th nair told indiawest life changed irrevocably think forever new york jenin gujarat islamophobia taken world disturbs immensely filmmaker thought time spoke family originally assumed salman graduate queens college went downtown help aftermath tragedy parttime ambulance driver emergency worker also police cadet time wanting doctor salman must seen destruction elevated 7 subway line instead going job research assistant rockefeller university headed south nairs film focuses trials tribulations talat hamdani deals loss son reputation film based true story mothers search son return home fateful day nair explained october 2001 certain salman died scene terrorist attacks heroism recognized usa patriot act 2001 congressional legislation intercepting obstructing acts terrorism one section act reads many arab americans muslim americans acted heroically attacks united states including mohammed salman hamdani 23yearold new yorker pakistani descent believed gone world trade center offer rescue assistance missing talat hamdani husband saleem received confirmation sons death march 20 2002 nearly seven months disappearance two police officers arrived deliver news salmans remains found rubble world trade center directors contributed 110901 samira makhmalbaf claude lelouch danis tanovic idrissa ouedraogo ken loach alejandro gonzalez inarritu amos gitai sean penn shohei imamura movie premiered venice film festival sept 5 received enthusiastically audience mainly film industry media guests applauded segment 110901 also shown toronto film festival sept 11 day opened france dozen countries immediate plans us release according nair hamdani family loved film embraced completely,India - West,Indian,2002-09-13,pre,0.0,0.0,1.0,1
